English word,French word,Frequency
heads;,têtes,131
"tonight,",ce soir,49
"Therein,",la bride,56
Cinna.,cinna,40
"Cinna,",cinna,40
CINNA.,cinna,40
Cinna?,cinna,40
Fashion,mode,125
March?,Mars,169
strike?,la grève,205
"council,",conseil,58
Cinna;,cinna,40
doubt;,doute,255
afterwards;,ensuite,38
sickness?,maladie,54
tonight,ce soir,49
"seven,",Sept,94
Dwell,habiter,73
secret.,secret,114
within?,dans,494
forth:,en avant,441
"Cannot,",ne peux pas,762
grant.,subvention,152
street?,rue,133
shine;,éclat,109
Liberty!,liberté,73
"proclaim,",proclamer,80
unknown!,inconnue,44
"kneel,",s'agenouiller,116
loving.,aimant,122
measure?,mesure,110
noble!,noble,754
utter?,prononcer,121
"permission,",autorisation,225
"Passion,",la passion,147
coming?,venir,172
lovers!,les amoureux,61
believe.,croyez,253
ambition.,ambition,49
tyrant.,tyran,70
bones;,des os,76
Ambition,ambition,49
stuff:,des trucs,70
ambition?,ambition,49
patient?,patient,130
drops.,gouttes,58
Revenge!,vengeance,189
About!,sur,415
"Action,",action,234
loves?,aime,225
"Mischief,",sottises,50
Cinna,cinna,40
dwell?,habiter,73
truly:,vraiment,172
Wrong,faux,379
justice?,Justice,265
soldier:,soldat,491
"Strike,",la grève,205
"henceforth,",désormais,41
fools?,imbéciles,104
"Companion,",un compagnon,55
fortune;,fortune,485
souls!,âmes,114
Everything,tout,42
Claudio,Claudio,180
Claudio!,Claudio,180
Claudio.,Claudio,180
"Music,",la musique,261
music?,la musique,261
GHOST.,fantôme,112
awake!,éveillé,87
didst.,didst,183
CLAUDIO.,Claudio,180
"fatal,",fatal,45
"partly,",partiellement,35
"Clouds,",des nuages,59
everything!,tout,42
straight:,tout droit,161
Night,nuit,1216
respect;,le respect,144
Doctor.,docteur,120
steward,intendant,50
Scene:,scène,807
Edmund.,Edmund,77
could;,pourrait,654
fault?,faute,280
proper.,correct,100
Edmund?,Edmund,77
least;,moins,101
Nothing?,rien,640
Unhappy,malheureux,39
third;,troisième,247
Nothing!,rien,640
sworn;,juré,197
bastard?,Connard,234
letter!,lettre,384
father:,père,1157
Edmund;,Edmund,77
Parted,séparé,56
Steward,intendant,50
Service.,un service,485
serve?,servir,463
Authority.,autorité,55
"Dinner,",dîner,98
Knight.,Chevalier,189
rascal?,coquin,90
wisdom?,sagesse,105
"Knowledge,",connaissance,99
Darkness,obscurité,39
tarry!,goudronneux,50
Monster,monstre,96
Yield!,rendement,202
"Light,",lumière,611
lordship;,seigneurie,128
practice;,entraine toi,56
"Steward,",intendant,50
rogue;,coquin,108
slave;,esclave,176
Parts,les pièces,112
please!,S'il vous plaît,449
Weapons?,armes,42
lives!,vies,213
"Plain,",plaine,242
plain.,plaine,242
morrow!,demain,353
Castle;,Château,116
number?,nombre,103
weary?,se lasser,87
Vengeance!,vengeance,53
Fiery?,ardent,49
train;,train,203
fierce;,féroce,44
servant?,serviteur,543
leisure;,loisir,68
"needs,",Besoins,147
Storm,orage,81
blame;,faire des reproches,94
whither.,où,89
cease;,cesser,68
Catch,capture,93
storm!,orage,81
blessing!,bénédiction,67
glass.,verre,83
fiend;,démon,82
fiend.,démon,82
names?,des noms,50
thunder?,tonnerre,90
study?,étude,68
Child,enfant,392
tower,la tour,88
kindness!,la gentillesse,79
"innocent,",innocent,56
kingdom?,Royaume,127
Cunning.,ruse,81
cruel!,cruel,100
embrace!,embrasse,84
"World,",monde,925
wrath!,colère,73
"Purse,",bourse,107
Bastard.,Connard,234
coming:,venir,172
undertake.,entreprendre,51
Yours,le tiens,609
foolish.,insensé,103
Slain,tué,127
grief?,douleur,274
question?,question,177
ladies!,Dames,148
storm?,orage,81
"sometime,",parfois,138
sense?,sens,187
"Belike,",être comme,42
substance;,substance,43
Often,souvent,140
thrive;,prospérer,62
Cupid!,Cupidon,60
challenge;,défi,57
authority:,autorité,55
whore?,putain,104
"Reason,",raison,498
toward?,vers,177
"Leave,",laisser,748
goodness?,la bonté,56
Music.,la musique,261
"Still,",encore,588
condition!,état,89
trumpet!,trompette,212
Sound!,du son,333
"warlike,",guerrier,58
desperate;,désespéré,54
castle;,Château,116
rotten.,pourri,40
deadly.,mortel,51
"FERDINAND,",Ferdinand,53
"MARIA,",maria,169
force:,Obliger,276
sleep!,sommeil,438
forbid;,interdire,86
Study,étude,68
Which?,lequel,2322
garden.,jardin,62
"bearing,",palier,76
sentence:,phrase,45
tender.,soumissionner,176
pretty?,jolie,117
contrary:,contraire,47
Cupid.,Cupidon,60
porter;,porter,52
lovers;,les amoureux,61
Beggar?,mendiant,125
since;,depuis,462
loose.,ample,60
familiar;,familier,47
"Devise,",concevoir,57
FRANCE.,France,529
"Haste,",hâte,219
MARIA.,maria,169
belike;,être comme,42
praise?,louange,239
question!,question,177
beard!,barbe,124
French?,français,267
prove?,prouver,371
"meaning,",sens,64
begin?,commencer,188
bought;,acheté,51
entreat.,supplier,159
constable;,gendarme,90
Cupid;,Cupidon,60
Liege,Liege,145
dispatch;,envoi,92
lovely.,charmant,53
victory;,la victoire,47
better?,mieux,612
TRAIN,train,203
MARIA,maria,169
"simple,",Facile,129
simple;,Facile,129
Person.,la personne,453
"Person,",la personne,453
Venice:,venise,86
learned.,appris,56
commend;,saluer,155
wonder;,merveille,165
nothing:,rien,640
appear!,apparaître,231
"Maria,",maria,169
Company!,entreprise,215
blush;,rougir,89
Maria!,maria,169
swear?,jurer,356
appears;,apparaît,50
"Guilty,",coupable,71
guilty!,coupable,71
breast?,Sein,117
shine!,éclat,109
divine!,Divin,59
tread!,bande de roulement,57
charity?,charité,55
"Cupid,",Cupidon,60
Light,lumière,611
assure.,assurer,71
"gallant,",galant,72
device!,dispositif,49
Folly,folie,80
"Prepare,",préparer,82
prepare!,préparer,82
there:,Là,3094
"elbow,",coude,62
"appears,",apparaît,50
intent?,intention,74
greet.,saluer,93
"Prologue,",prologue,43
dance!,Danse,113
dance?,Danse,113
maids;,servantes,48
"gross,",brut,96
gross;,brut,96
faces?,visages,53
perhaps.,peut-être,45
virtue:,vertu,244
habit;,habitude,86
foolish;,insensé,103
"greet,",saluer,93
brows!,sourcils,49
intend.,avoir l'intention,97
either;,Soit,358
straight!,tout droit,161
sweat;,transpiration,53
worth;,vaut,594
Great!,génial,1147
False:,faux,355
humble.,humble,94
HECTOR,Hector,224
Hector?,Hector,224
Hector.,Hector,224
"painter,",peintre,45
rotten;,pourri,40
buried;,enterré,59
Hector;,Hector,224
Pompey!,pompey,211
"entreat,",supplier,159
Forbid,interdire,86
Maria?,maria,169
Mirth,gaieté,53
Winter;,hiver,84
SPRING,printemps,91
WINTER,hiver,84
"DUNCAN,",Duncan,40
Duncan,Duncan,40
Porter,porter,52
WITCH.,sorcière,139
"Duncan,",Duncan,40
DUNCAN.,Duncan,40
Point,point,256
Thunder.,tonnerre,90
forbid.,interdire,86
hereafter!,"ci-après, par la suite",49
about?,sur,415
success;,Succès,88
approach;,approche,103
mischief!,sottises,50
clear;,clair,86
hostess!,hôtesse,112
"trouble,",difficulté,133
Conduct,conduite,53
trust:,confiance,244
freely?,librement,55
Duncan?,Duncan,40
wrought.,forgé,43
brain?,cerveau,154
"Murther,",aller plus loin,122
Porter.,porter,52
"Knock,",frappe,143
"knock,",frappe,143
knock!,frappe,143
tailor;,tailleur,58
quiet!,silencieux,110
porter.,porter,52
Tongue,langue,503
itself!,lui-même,240
image!,image,74
known?,connu,233
Fears,peurs,77
Hours,heures,141
Tonight,ce soir,49
Particular,particulier,72
Abide,respecter,45
"perfect,",parfait,114
Whole,entier,161
stuff!,des trucs,70
Duncan.,Duncan,40
Behold!,voir,199
folly?,folie,80
custom.,Douane,72
shadow!,ombre,115
wonder?,merveille,165
worse;,pire,178
borne.,supporté,96
Damned,damné,45
throw.,jeter,213
"Double,",double,130
Finger,doigt,114
Demand.,demande,89
thought:,pensée,682
Enough.,assez,313
Child.,enfant,392
THIRD.,troisième,247
depart!,partir,98
former.,ancien,74
fourth!,Quatrième,51
Wisdom?,sagesse,105
Mother.,mère,479
flies?,mouches,62
Mother?,mère,479
"Sudden,",soudain,129
"Bounty,",prime,42
breed?,race,110
quarrel!,querelle,129
DOCTOR.,docteur,120
brows;,sourcils,49
account?,Compte,57
doctor.,docteur,120
Protest,manifestation,67
tyrant?,tyran,70
doctor?,docteur,120
Profit,profit,65
fears:,peurs,77
fearful.,craintif,99
tyrant;,tyran,70
"Tyrant,",tyran,70
Despair,désespoir,62
Painted,peint,53
MEASURE,mesure,110
"ELBOW,",coude,62
MISTRESS,maîtresse,461
place:,endroit,525
Judge.,juge,121
hollow:,creux,54
hollow;,creux,54
"Claudio,",Claudio,180
Claudio?,Claudio,180
murder?,meurtre,215
perhaps?,peut-être,45
service:,un service,485
keeps.,garde,76
dreadful.,horrible,61
slander.,calomnie,92
doubt!,doute,255
ELBOW,coude,62
ELBOW.,coude,62
Elbow;,coude,62
Elbow,coude,62
Elbow?,coude,62
therefore?,par conséquent,627
constable?,gendarme,90
"Elbow,",coude,62
hanging.,pendaison,63
dream!,rêver,211
order?,ordre,145
justice;,Justice,265
"plead,",plaider,63
"Maiden,",jeune fille,78
would?,aurait,2456
sudden!,soudain,129
satisfied;,satisfait,54
strength!,force,143
virtue!,vertu,244
carry?,porter,113
tedious;,fastidieux,51
"Blood,",du sang,947
sentence?,phrase,45
Reason,raison,498
naked.,nu,56
"entertain,",divertir,98
least?,moins,101
hateful.,odieux,39
where;,où,1873
beast!,la bête,130
"Mariana,",Mariana,48
natural;,Naturel,105
advantage:,avantage,88
Mariana,Mariana,48
Mariana.,Mariana,48
bastard.,Connard,234
possible.,possible,98
understand:,comprendre,123
Justice.,Justice,265
MARIANA;,Mariana,48
within!,dans,494
MARIANA,Mariana,48
aside?,de côté,468
Proof?,preuve,118
thief:,voleur,68
CLAUDIO,Claudio,180
morrow;,demain,353
afterwards.,ensuite,38
Right.,droite,878
utter:,prononcer,121
belike.,être comme,42
belike!,être comme,42
Partly,partiellement,35
confess;,avouer,185
Respect,le respect,144
Slander,calomnie,92
prison!,prison,260
Measure.,mesure,110
advice;,Conseil,43
according.,selon,55
Mariana!,Mariana,48
VENICE,venise,86
Venice,venise,86
"SALERIO,",salerio,48
"LORENZO,",Lorenzo,81
"Venice,",venise,86
Venice.,venise,86
SALERIO.,salerio,48
Lorenzo.,Lorenzo,81
laugh?,rire,243
SALERIO,salerio,48
LORENZO.,Lorenzo,81
LORENZO,Lorenzo,81
shadow;,ombre,115
blest;,heureux,84
blessing;,bénédiction,67
present!,présent,443
worship;,culte,133
bearing.,palier,76
Lorenzo,Lorenzo,81
"Lorenzo,",Lorenzo,81
holds:,tient,93
Lorenzo;,Lorenzo,81
Approach;,approche,103
"commit,",commettre,86
bears:,ours,110
blunt:,cru,80
deserve?,mériter,135
"farther,",plus loin,43
picture.,image,52
command!,commander,291
Quick,rapide,328
revenge?,vengeance,189
Revenge.,vengeance,189
hazard;,danger,47
Promise,promettre,160
"proper,",correct,100
blessing.,bénédiction,67
counterfeit!,contrefaire,69
substance.,substance,43
Chance,chance,211
falls;,des chutes,82
Salerio!,salerio,48
"Salerio,",salerio,48
Salerio,salerio,48
Salerio.,salerio,48
Venice?,venise,86
paper!,papier,122
Salerio?,salerio,48
trouble?,difficulté,133
"denied,",refusé,55
abide.,respecter,45
Padua;,Padoue,41
Waste,déchets,75
instant?,instant,85
meaning:,sens,64
VENICE.,venise,86
twice?,deux fois,72
wrong?,faux,379
Padua.,Padoue,41
"Padua,",Padoue,41
merchant;,marchande,78
blest:,heureux,84
authority;,autorité,55
Doctor;,docteur,120
judge!,juge,121
judge?,juge,121
little:,peu,484
Grieve,pleurer,71
sentence!,phrase,45
Tarry,goudronneux,50
tarry.,goudronneux,50
Lorenzo?,Lorenzo,81
Lorenzo!,Lorenzo,81
Music!,la musique,261
already!,déjà,148
believe:,croyez,253
doctor!,docteur,120
MERRY,joyeux,170
WIVES,épouses,65
"FENTON,",Fenton,46
"SLENDER,",mince,113
"SIMPLE,",Facile,129
Slender,mince,113
Merry,joyeux,170
Wives,épouses,65
SLENDER.,mince,113
"Slender,",mince,113
Slender.,mince,113
counsel:,Conseil,176
"Simple,",Facile,129
SIMPLE,Facile,129
Simple!,Facile,129
SIMPLE.,Facile,129
"afraid,",peur,41
remedy;,remède,59
waste;,déchets,75
entertain;,divertir,98
Pandarus,Pandarus,188
steel?,acier,78
poison;,poison,128
Simple,Facile,129
FENTON.,Fenton,46
FENTON,Fenton,46
above;,au dessus,147
"Fenton,",Fenton,46
gallant!,galant,72
Letter,lettre,384
yonder;,là-bas,74
weapons;,armes,42
protest;,manifestation,67
Brook.,ruisseau,93
Brook,ruisseau,93
"Brook,",ruisseau,93
Brook;,ruisseau,93
jewel;,bijou,99
Never.,jamais,1023
enjoy?,prendre plaisir,71
Terms!,termes,75
names!,des noms,50
Forbear;,ancêtre,65
Doctor!,docteur,120
elder?,aîné,50
Doctor:,docteur,120
bodies;,corps,44
priest!,prêtre,92
SLENDER,mince,113
"rivers,",rivières,59
heels?,talons,83
search;,chercher,61
Slender;,mince,113
Fenton?,Fenton,46
having:,ayant,158
dinner:,dîner,98
jewel?,bijou,99
cannot;,ne peux pas,762
birth;,naissance,101
Slender!,mince,113
Fenton,Fenton,46
Fenton.,Fenton,46
clothes.,vêtements,41
Peace.,paix,556
Vengeance,vengeance,53
undone:,défait,55
murder.,meurtre,215
afterwards!,ensuite,38
"Henceforth,",désormais,41
rivers;,rivières,59
SIMPLE..,Facile,129
"SIMPLE.,",Facile,129
warrant;,mandat,195
Fenton;,Fenton,46
Fairy,Fée,58
marry;,marier,377
Follow.,suivre,562
Brook!,ruisseau,93
FAIRY,Fée,58
Raise,élever,298
flower;,fleur,103
desire!,le désir,310
wives?,épouses,65
delight?,délice,86
green?,vert,122
Fenton!,Fenton,46
Slender?,mince,113
DREAM,rêver,211
Athens,Athènes,72
"BOTTOM,",bas,110
"OBERON,",Oberon,45
"PROLOGUE,",prologue,43
Athens:,Athènes,72
"Whether,",qu'il s'agisse,97
cross!,traverser,126
Swift,rapide,100
Sickness,maladie,54
skill!,compétence,62
taste;,goût,98
Wings,ailes,57
flight;,vol,56
BOTTOM,bas,110
BOTTOM.,bas,110
"Athens,",Athènes,72
Cruel,cruel,100
"Bottom,",bas,110
Ready.,prêt,294
voice:,voix,213
written?,écrit,35
study.,étude,68
perfect;,parfait,114
FAIRY.,Fée,58
Oberon,Oberon,45
"Oberon,",Oberon,45
Oberon.,Oberon,45
OBERON,Oberon,45
"TRAIN,",train,203
OBERON.,Oberon,45
Oberon!,Oberon,45
Oberon?,Oberon,45
delight;,délice,86
peril;,péril,65
bright?,brillant,82
Content,contenu,270
scorn?,mépris,146
loves!,aime,225
Bottom?,bas,110
prologue;,prologue,43
Bottom,bas,110
enter:,entrer,2519
mortal!,mortel,147
swore.,juré,60
makes;,fait du,360
think;,pense,1368
"Precious,",précieux,79
consent?,consentement,112
excuse;,excuse,86
fierce.,féroce,44
Follow!,suivre,562
"Coward,",lâche,150
Shine,éclat,109
Bottom;,bas,110
Dance,Danse,113
Valentine,Valentin,233
bottom;,bas,110
Bottom!,bas,110
"everything,",tout,42
Bottom.,bas,110
brief!,bref,114
Walls,des murs,85
black!,noir,197
silence;,silence,114
bright;,brillant,82
"golden,",d'or,92
frame?,Cadre,55
"Asleep,",endormi,60
"Lovers,",les amoureux,61
"bless,",bénir,277
ABOUT,sur,415
NOTHING,rien,640
"Pedro,",pedro,155
Pedro.,pedro,155
"Watch,",regarder,266
Pedro,pedro,155
weeping!,larmes,62
"challenge,",défi,57
niece.,nièce,65
companion?,un compagnon,55
Courtesy,courtoisie,66
Claud.,claud,307
supper;,souper,64
teach.,enseigner,137
story?,récit,93
flood?,inonder,59
outward.,vers l'extérieur,57
"Niece,",nièce,65
Dance.,Danse,113
Whither?,où,89
Count?,compter,878
apparel.,vêtements,48
Tongue.,langue,503
Proof,preuve,118
Offer,offre,178
bodies?,corps,44
counterfeit?,contrefaire,69
Dinner,dîner,98
humour?,humour,124
wrong!,faux,379
fancy:,fantaisie,68
"Contempt,",mépris,55
private?,privé,74
Watch.,regarder,266
charge:,charge,493
offend.,offenser,149
willing;,prêt,94
heels!,talons,83
keeps?,garde,76
neighbour!,voisine,94
count?,compter,878
leave:,laisser,748
shows?,montre,103
maiden.,jeune fille,78
Uncle!,oncle,256
flesh!,la chair,142
Maintain,maintenir,58
Surely,sûrement,42
protest.,manifestation,67
surely!,sûrement,42
durst;,durst,51
challenge!,défi,57
feast?,le banquet,132
"discover,",découvrir,78
beauty?,beauté,233
maids.,servantes,48
Question:,question,177
innocent?,innocent,56
Prince:,prince,1126
"EMILIA,",Émilie,153
"Senator,",sénateur,150
Clown,pitre,355
Awake!,éveillé,87
Venice;,venise,86
senator.,sénateur,150
lieutenant?,lieutenant,81
"Ancient,",ancien,82
thief!,voleur,68
discourse;,discours,67
"Tonight,",ce soir,49
Virtue?,vertu,244
permission,autorisation,225
Drown,noyer,110
clouds;,des nuages,59
Emilia,Émilie,153
shore!,rive,85
"ancient,",ancien,82
EMILIA.,Émilie,153
foolish?,insensé,103
"Emilia,",Émilie,153
affection?,affection,118
tonight;,ce soir,49
Abuse,abuser de,76
lieutenant;,lieutenant,81
general!,général,236
lieutenant.,lieutenant,81
drunk:,ivre,114
rogue?,coquin,108
Drunk?,ivre,114
lieutenant!,lieutenant,81
Speak:,parler,1413
civil;,civil,68
"Reputation,",réputation,47
reputation!,réputation,47
Reputation,réputation,47
shadow?,ombre,115
wrath:,colère,73
drunk!,ivre,114
Pleasure,plaisir,258
Emilia.,Émilie,153
works;,travaux,250
shortly?,prochainement,46
"sooner,",plus tôt,62
Indeed!,En effet,438
Honest?,honnête,406
Utter,prononcer,121
lawful?,légitime,77
misery!,misère,39
marry?,marier,377
comes:,vient,701
chide;,gronder,59
poison:,poison,128
content!,contenu,270
whore;,putain,104
satisfied?,satisfait,54
Would?,aurait,2456
"Witness,",témoin,142
service!,un service,485
report?,rapport,186
Emilia?,Émilie,153
jealous?,jaloux,96
speech!,discours,163
jealous.,jaloux,96
hours?,heures,141
Naked,nu,56
Confess?,avouer,185
chaste!,chaste,46
gentle.,doux,1237
Devil!,diable,293
Mistress!,maîtresse,461
shake?,secouer,395
"durst,",durst,51
curse!,malédiction,182
Emilia;,Émilie,153
slander;,calomnie,92
supper!,souper,64
instant;,instant,85
minds!,esprits,56
weeping?,larmes,62
others?,autres,520
sport?,sport,168
"Forth,",en avant,441
Murther!,aller plus loin,122
Falls.,des chutes,82
Light!,lumière,611
watch?,regarder,266
murther?,aller plus loin,122
chair!,chaise,46
fatal.,fatal,45
frame.,Cadre,55
undone!,défait,55
tonight!,ce soir,49
knows?,sait,213
Shore,rive,85
Precious,précieux,79
chaste;,chaste,46
gross!,brut,96
"jealous,",jaloux,96
"GAUNT,",décharné,78
GREEN,vert,122
"Messenger,",Messager,334
Mowbray?,mowbray,66
GAUNT.,décharné,78
presence:,présence,107
Mowbray,mowbray,66
Mowbray;,mowbray,66
"Forget,",oublier,115
Obedience,obéissance,60
shame:,la honte,366
GAUNT,décharné,78
Gaunt.,décharné,78
Gaunt;,décharné,78
"Grief,",douleur,274
"GREEN,",vert,122
valour!,valeur,101
fight:,bats toi,322
Kings.,rois,150
GREEN.,vert,122
taken;,pris,104
"scarce,",rare,90
Gaunt?,décharné,78
gaunt,décharné,78
gaunt?,décharné,78
gaunt.,décharné,78
"fierce,",féroce,44
suffer;,souffrir,162
defend;,défendre,85
seven.,Sept,94
wherein?,où,133
"enjoy,",prendre plaisir,71
Awhile,quelque temps,102
Drums.,tambours,42
despair.,désespoir,62
Revolt,révolte,64
Green?,vert,122
offence!,infraction,121
reverence;,révérence,44
mistake.,erreur,53
yield?,rendement,202
change:,changement,246
Green.,vert,122
garden!,jardin,62
Divine,Divin,59
wretch.,misérable,153
ANOTHER,un autre,455
myself:,moi même,567
drops!,gouttes,58
"Fiend,",démon,82
sorrow?,chagrin,244
"Learn,",apprendre,225
spring?,printemps,91
"Treason,",trahison,116
Villain!,scélérat,362
answer!,répondre,480
Oxford.,Oxford,57
"After,",après,543
gallant?,galant,72
DAUGHTER,fille,494
Shore.,rive,85
Shore!,rive,85
person!,la personne,453
deeds?,actes,119
"Blush,",rougir,89
"Either,",Soit,358
Curse,malédiction,182
scorn;,mépris,146
deserve;,mériter,135
"Young,",Jeune,528
includes,comprend,223
Lords?,seigneurs,594
Rivers?,rivières,59
"therein,",la bride,56
"forget,",oublier,115
Rivers,rivières,59
charity!,charité,55
Place.,endroit,525
Withal,avec,153
plead;,plaider,63
"drown,",noyer,110
"empty,",vide,54
brief?,bref,114
purse!,bourse,107
coward:,lâche,150
royal.,Royal,255
"Wherein,",où,133
defend.,défendre,85
consider:,considérer,89
"Happy,",heureux,243
peace:,paix,556
DAUGHTER.,fille,494
dread.,crainte,121
grace:,la grâce,719
nurse.,infirmière,218
nurse!,infirmière,218
Prince?,prince,1126
Little.,peu,484
council:,conseil,58
PRIEST,prêtre,92
PRIEST.,prêtre,92
priest:,prêtre,92
therein.,la bride,56
sudden;,soudain,129
"Shore,",rive,85
protector,protecteur,61
execution?,exécution,69
person:,la personne,453
together:,ensemble,281
device?,dispositif,49
"Return,",revenir,281
limbs;,membres,49
"protector,",protecteur,61
glory!,gloire,89
plain?,plaine,242
Earth,Terre,380
enemies!,ennemis,111
heads?,têtes,131
Rivers;,rivières,59
Hereafter,"ci-après, par la suite",49
"Herself,",se,98
BLUNT.,cru,80
account;,Compte,57
GHOST,fantôme,112
"Despair,",désespoir,62
Myself?,moi même,567
flatter.,flatter,137
"except,",sauf,60
lands?,terres,68
Victory,la victoire,47
Nurse,infirmière,218
maids?,servantes,48
Quarrel!,querelle,129
"Quarrel,",querelle,129
proof!,preuve,118
chaste?,chaste,46
think!,pense,1368
Street.,rue,133
"Servant,",serviteur,543
merry!,joyeux,170
Valentine;,Valentin,233
Nurse.,infirmière,218
"Nurse,",infirmière,218
"Shake,",secouer,395
about!,sur,415
knock;,frappe,143
excuse?,excuse,86
enter;,entrer,2519
Supper,souper,64
early;,de bonne heure,109
"Lucentio,",Lucentio,131
bright!,brillant,82
shows.,montre,103
account!,Compte,57
spite;,dépit,132
honest:,honnête,406
Blind,aveugle,105
cheek!,joue,243
"Meaning,",sens,64
pleasure!,plaisir,258
nurse?,infirmière,218
haste!,hâte,219
bones?,des os,76
church;,église,100
Church,église,100
simple?,Facile,129
simple!,Facile,129
Villain,scélérat,362
Citizen.,citoyenne,268
"Wives,",épouses,65
Affection,affection,118
fetch?,chercher,129
liberty!,liberté,73
tyrant!,tyran,70
palace!,palais,167
Knock.,frappe,143
Happiness,bonheur,59
Window.,la fenêtre,69
Nurse?,infirmière,218
early?,de bonne heure,109
ladyship?,Madame,45
bring.,apporter,526
humour;,humour,124
point!,point,256
comes?,vient,701
Fellow.,compagnon,445
Nurse!,infirmière,218
already:,déjà,148
buried!,enterré,59
Pretty!,jolie,117
Green,vert,122
Paris!,Paris,171
conduct;,conduite,53
chance!,chance,211
"Poison,",poison,128
dagger!,dague,57
"Sovereign,",souverain,182
"Search,",chercher,61
murther;,aller plus loin,122
cease.,cesser,68
Padua,Padoue,41
"LUCENTIO,",Lucentio,131
Lucentio,Lucentio,131
"Tailor,",tailleur,58
Silver,argent,72
"Voice,",voix,213
birth!,naissance,101
stuff.,des trucs,70
stuff?,des trucs,70
LUCENTIO,Lucentio,131
LUCENTIO.,Lucentio,131
toward;,vers,177
There!,Là,3094
condition:,état,89
Sacred,sacré,47
possible;,possible,98
Lucentio.,Lucentio,131
mouth:,bouche,200
surely;,sûrement,42
knock?,frappe,143
plain:,plaine,242
shall:,doit,3865
motion!,mouvement,113
blunt;,cru,80
Cunning,ruse,81
ignorant.,ignorant,48
"Neighbour,",voisine,94
frown;,froncer les sourcils,88
catch;,capture,93
terms:,termes,75
suddenly?,tout à coup,50
daughter:,fille,494
Parts.,les pièces,112
marriage!,mariage,122
though!,bien que,1395
Tedious,fastidieux,51
Lucentio:,Lucentio,131
begin:,commencer,188
silence!,silence,114
Philip?,Philippe,90
regard?,qui concerne,62
Ferdinand,Ferdinand,53
Lucentio?,Lucentio,131
Kindness,la gentillesse,79
cheer?,acclamation,131
TAILOR,tailleur,58
TAILOR.,tailleur,58
forward!,vers l'avant,103
Company,entreprise,215
"mistake,",erreur,53
Lucentio;,Lucentio,131
Lucentio!,Lucentio,131
Feast,le banquet,132
sense:,sens,187
widow!,veuve,142
"Confess,",avouer,185
match!,rencontre,119
parts?,les pièces,112
TEMPEST,tempête,52
MASTER,Maître,991
"MIRANDA,",Miranda,65
"ARIEL,",Ariel,93
FERDINAND,Ferdinand,53
hanging;,pendaison,63
drown?,noyer,110
prayers!,prières,85
MIRANDA,Miranda,65
MIRANDA.,Miranda,65
suffer!,souffrir,162
Miranda.,Miranda,65
"Miranda,",Miranda,65
Milan.,Milan,41
library,bibliothèque,232
Subject,matière,172
Milan;,Milan,41
Ariel.,Ariel,93
ARIEL,Ariel,93
ARIEL.,Ariel,93
Ariel,Ariel,93
shore?,rive,85
"Ariel,",Ariel,93
demand?,demande,89
bears;,ours,110
Awake.,éveillé,87
Water,eau,207
malice?,malice,72
FERDINAND.,Ferdinand,53
"Spirit,",esprit,407
attend!,assister,416
wonder!,merveille,165
Ariel!,Ariel,93
spare.,de rechange,68
Widow!,veuve,142
given!,donné,205
heavy?,lourd,169
"beyond,",au-delà,60
fortune?,fortune,485
opinion;,opinion,97
longer:,plus long,112
Misery,misère,39
monster!,monstre,96
"Mercy,",pitié,187
serve!,servir,463
Delight,délice,86
MIRANDA;,Miranda,65
Miranda!,Miranda,65
regard;,qui concerne,62
Miranda;,Miranda,65
affections!,affections,40
cunning!,ruse,81
dearest;,très cher,56
Monster.,monstre,96
monster:,monstre,96
constable.,gendarme,90
monster?,monstre,96
"Monster,",monstre,96
Praise,louange,239
Ariel;,Ariel,93
Ferdinand!,Ferdinand,53
"Dearly,",chèrement,42
entertain.,divertir,98
lovers.,les amoureux,61
project.,projet,254
Silver!,argent,72
Shortly,prochainement,46
Passion,la passion,147
Flesh,la chair,142
Ferdinand.,Ferdinand,53
mortal;,mortel,147
drown.,noyer,110
ATHENS,Athènes,72
PAINTER,peintre,45
CUPID,Cupidon,60
"PAINTER,",peintre,45
PAINTER.,peintre,45
merchant.,marchande,78
struck:,frappé,84
"Freely,",librement,55
Wrought,forgé,43
painter;,peintre,45
merchant?,marchande,78
bounty?,prime,42
steward;,intendant,50
Ladies!,Dames,148
CUPID.,Cupidon,60
"Taste,",goût,98
"Touch,",toucher,315
"Smell,",odeur,69
"CUPID,",Cupidon,60
bounty!,prime,42
"SENATOR,",sénateur,150
waste?,déchets,75
single;,Célibataire,64
"Aside,",de côté,468
poison?,poison,128
estate;,biens,58
Excellent!,excellent,125
Doors,des portes,62
spend.,dépenser,80
steward!,intendant,50
Senate!,sénat,42
clear:,clair,86
captain:,capitaine,206
Abroad?,à l'étranger,64
anger?,colère,365
effect:,effet,116
winter;,hiver,84
SPEAK.,parler,1413
OTHER.,autre,2845
Athens!,Athènes,72
steal:,voler,130
Breath,souffle,360
broke!,cassé,383
Undone,défait,55
goodness!,la bonté,56
"Strange,",étrange,365
"Earth,",Terre,380
manner;,manière,175
Athens?,Athènes,72
contrary!,contraire,47
Strike.,la grève,205
Common,commun,247
"Plague,",peste,110
Depart.,partir,98
complete;,Achevée,247
given?,donné,205
company:,entreprise,215
Myself.,moi même,567
painter.,peintre,45
Beast!,la bête,130
Slave!,esclave,176
Rascal,coquin,90
feast:,le banquet,132
Certain.,certain,236
being!,étant,664
naked:,nu,56
revenge:,vengeance,189
Taught,enseigné,55
"BASSIANUS,",bassianus,45
